"match_method","final_name","final_unit","final_barcode","final_price","price_note","seed_category_id","seed_subcategory_id","asnaf_name","asnaf_price","asnaf_unit","asnaf_barcode","karaz_name","karaz_category","karaz_price","karaz_link","karaz_image"
"barcode","مخلل فلفل عيدن","وحدة","7290005078194","4.99","","6","17","مخلل فلفل عيدن","5.5","وحدة","7290005078194","Eden Hot Pepper فلفل مكبوس عيدن 540g","السلطات والمخللات","4.99","https://karaz.ps/shop/product/eden-hot-pepper-%d9%81%d9%84%d9%81%d9%84-%d9%85%d9%83%d8%a8%d9%88%d8%b3-%d8%b9%d9%8a%d8%af%d9%86-540g/","https://karaz.ps/wp-content/uploads/2022/06/7290005078194-300x300.jpg"
"barcode","مخلل عدن 18ع25","وحدة","7290012453441","8.99","","6","17","مخلل عدن 18ع25","8","وحدة","7290012453441","Eden Cucumber Pickles In Brine مخلل خيار بالملح عيدن 670g – 18-25 حبة","السلطات والمخللات","8.99","https://karaz.ps/shop/product/eden-cucumber-pickles-in-brine-%d9%85%d8%ae%d9%84%d9%84-%d8%ae%d9%8a%d8%a7%d8%b1-%d8%a8%d8%a7%d9%84%d9%85%d9%84%d8%ad-%d8%b9%d9%8a%d8%af%d9%86-670g-18-25-%d8%ad%d8%a8%d8%a9/","https://karaz.ps/wp-content/uploads/2022/06/7290012453441-300x300.jpg"
"barcode","زيتون اخضر مع عجم عيدن","وحدة","7290012453427","6.99","","4","11","زيتون اخضر مع عجم عيدن","6.5","وحدة","7290012453427","Eden Green Olive زيتون أخضر مع عجم عيدن 540g","السلطات والمخللات","6.99","https://karaz.ps/shop/product/eden-green-olive-%d8%b2%d9%8a%d8%aa%d9%88%d9%86-%d8%a3%d8%ae%d8%b6%d8%b1-%d9%85%d8%b9-%d8%b9%d8%ac%d9%85-%d8%b9%d9%8a%d8%af%d9%86-540g/","https://karaz.ps/wp-content/uploads/2022/06/7290012453427-300x300.jpg"
"barcode","زيتون اسود بدون عجم","وحدة","7290005078255","7.99","","4","11","زيتون اسود بدون عجم","7.5","وحدة","7290005078255","Eden Black Olives زيتون أسود عيدن 560g – بدون عجم","السلطات والمخللات","7.99","https://karaz.ps/shop/product/eden-black-olives-%d8%b2%d9%8a%d8%aa%d9%88%d9%86-%d8%a3%d8%b3%d9%88%d8%af-%d8%b9%d9%8a%d8%af%d9%86-560g-%d8%a8%d8%af%d9%88%d9%86-%d8%b9%d8%ac%d9%85/","https://karaz.ps/wp-content/uploads/2022/06/7290005078255-300x300.jpg"
"barcode","حلاوة الهلال 350 غم","وحدة","7290011378356","12.99","","2","6","حلاوة الهلال 350 غم","12","وحدة","7290011378356","Al-Hilal Choco-Vanilla Halva 350g","التمور والعسل والحلاوة","12.99","https://karaz.ps/shop/product/al-hilal-choco-vanilla-halva-350g/","https://karaz.ps/wp-content/uploads/2023/10/7290011378356-small.jpg"
"barcode","حلاوة الهلال قطع 400 غم","وحدة","7290011378837","12.99","","2","6","حلاوة الهلال قطع 400 غم","14","وحدة","7290011378837","Al-Hilal Choco-Vanilla Halva 400g","التمور والعسل والحلاوة","12.99","https://karaz.ps/shop/product/al-hilal-choco-vanilla-halva-400g/","https://karaz.ps/wp-content/uploads/2023/10/7290011378837-small.jpg"
"barcode","حلاوة الهلال 750 غم ","وحدة","7290011378370","16.99","","2","6","حلاوة الهلال 750 غم ","20","وحدة","7290011378370","Al-Hilal Vanilla Halva 700g","التمور والعسل والحلاوة","16.99","https://karaz.ps/shop/product/al-hilal-vanilla-halva-700g-2/","https://karaz.ps/wp-content/uploads/2023/10/7290011378370-small.jpg"
"barcode","عجوة اصالة 1 كغم","وحدة","6291100213368","15.99","","2","6","عجوة اصالة 1 كغم","17","وحدة","6291100213368","Date Crown Asalah Date Paste عجوة تمر أصالة 1kg","التمور والعسل والحلاوة","15.99","https://karaz.ps/shop/product/date-crown-asalah-date-paste-%d8%b9%d8%ac%d9%88%d8%a9-%d8%aa%d9%85%d8%b1-%d8%a3%d8%b5%d8%a7%d9%84%d8%a9-1kg/","https://karaz.ps/wp-content/uploads/2023/04/6291100213368-300x300.jpg"
"barcode","سيزر سلطة امريكن جاردنز","وحدة","717273504851","23.99","","17","43","سيزر سلطة امريكن جاردنز","22","وحدة","717273504851","American Garden Creamy Caesar Dressing & Dip 473g","توابل و صلصة","23.99","https://karaz.ps/shop/product/american-garden-creamy-caesar-dressing-dip-473g/","https://karaz.ps/wp-content/uploads/2022/10/717273504851-300x300.jpg"
"barcode","باريلا صلصة بندورة 400 غرام بصل","وحدة","8076809513692","11.99","","17","43","باريلا صلصة بندورة 400 غرام بصل","10","وحدة","8076809513692","Barilla Napoletana With Mediterranean Herbs 400g","توابل و صلصة","11.99","https://karaz.ps/shop/product/barilla-napoletana-with-mediterranean-herbs-400g/","https://karaz.ps/wp-content/uploads/2022/08/8076809513692-300x300.jpg"
"barcode","باريلا صلصة البندورة 400 غم اربياتا","وحدة","8076809513388","11.99","","7","21","باريلا صلصة البندورة 400 غم اربياتا","10","وحدة","8076809513388","Barilla Arrabbiata With Chilli Peppers 400g","توابل و صلصة","11.99","https://karaz.ps/shop/product/barilla-arrabbiata-with-chilli-peppers-400g/","https://karaz.ps/wp-content/uploads/2022/08/8076809513388-300x300.jpg"
"barcode","صويا صوص لايت اسيا","وحدة","7290012911088","16.99","","17","43","صويا صوص لايت اسيا","17","وحدة","7290012911088","Taste Of Asia Light Soy Sauce 500ml","توابل و صلصة","16.99","https://karaz.ps/shop/product/taste-of-asia-light-soy-sauce-500ml/","https://karaz.ps/wp-content/uploads/2022/08/7290012911088-300x300.jpg"
"barcode","سويت تشيلي 700غم","وحدة","7290011996109","15.99","","17","43","سويت تشيلي 700غم","15","وحدة","7290011996109","Taste Of Asia Sweet Chili Sauce 700ml","توابل و صلصة","15.99","https://karaz.ps/shop/product/taste-of-asia-sweet-chili-sauce-700ml/","https://karaz.ps/wp-content/uploads/2022/08/7290011996109-300x300.jpg"
"barcode","فول صويا امبورج ","وحدة","5704025030220","17.99","","10","27","فول صويا امبورج ","16","وحدة","5704025030220","Emborg Edamame Beans 400g","المفرزات","17.99","https://karaz.ps/shop/product/emborg-edamame-beans-400g/","https://karaz.ps/wp-content/uploads/2024/06/5704025030220-300x300.jpg"
"barcode","توت ازرق حلو 400 غم","وحدة","5704025030909","24.99","","10","27","توت ازرق حلو 400 غم","22","وحدة","5704025030909","Emborg Blueberries 400g","المفرزات","24.99","https://karaz.ps/shop/product/emborg-summer-blueberries-400g/","https://karaz.ps/wp-content/uploads/2024/06/5704025030909-300x300.jpg"
"barcode","فول اخضر امبورج ","وحدة","5701215058361","9.99","","10","27","فول اخضر امبورج ","9","وحدة","5701215058361","Emborg Broad Beans 450 g","المفرزات","9.99","https://karaz.ps/shop/product/emborg-broad-beans-450-g/","https://karaz.ps/wp-content/uploads/2024/06/5701215058361-300x300.jpg"
"barcode","بطاطا مقطع 1 كيلو","وحدة","5704025022348","17.99","","10","27","بطاطا مقطع 1 كيلو","16","وحدة","5704025022348","Emborg French Fries Straight 1kg","المفرزات","17.99","https://karaz.ps/shop/product/emborg-french-fries-straight-1kg/","https://karaz.ps/wp-content/uploads/2024/06/5704025022348-300x300.jpg"
"barcode","سموذي فواكة امبورج ","وحدة","5704025036208","21.99","","10","27","سموذي فواكة امبورج ","20","وحدة","5704025036208","Emborg Crispy Battered Onion Rings 450gm","المفرزات","21.99","https://karaz.ps/shop/product/emborg-crispy-battered-onion-rings-450gm/","https://karaz.ps/wp-content/uploads/2024/06/5704025036208-300x300.jpg"
"barcode","توت اسود 300 غم","وحدة","5704025036581","20.99","","10","27","توت اسود 300 غم","20","وحدة","5704025036581","Emborg Blackberries 300g","المفرزات","20.99","https://karaz.ps/shop/product/emborg-summer-blackberries-300g/","https://karaz.ps/wp-content/uploads/2024/06/5704025036581-300x300.jpg"
"barcode","خليط بروكلي امبورج ","وحدة","5701215058484","17.99","","10","27","خليط بروكلي امبورج ","16","وحدة","5701215058484","Emborg Brocolli Mix 750 g","المفرزات","17.99","https://karaz.ps/shop/product/emborg-brocolli-mix-750-g/","https://karaz.ps/wp-content/uploads/2024/06/5701215058484-300x300.jpg"
"barcode","خضروات منوعة لمبورغ","وحدة","5701215058323","9.99","","10","27","خضروات منوعة لمبورغ","8","وحدة","5701215058323","Emborg Mixed Vegetables 450g","المفرزات","9.99","https://karaz.ps/shop/product/emborg-mixed-vegetables-400g/","https://karaz.ps/wp-content/uploads/2024/06/5701215058323-300x300.jpg"
"barcode","بزيلا وجزر امبورج450 غم","وحدة","5701215058347","9.99","","10","27","بزيلا وجزر امبورج450 غم","8","وحدة","5701215058347","Emborg Peas & Carrots 450g","المفرزات","9.99","https://karaz.ps/shop/product/emborg-peas-carrots-450g/","https://karaz.ps/wp-content/uploads/2024/06/5701215058347-300x300.jpg"
"barcode","بطاطا زازي لمبورج ١ كيلو","وحدة","5704025022331","16.99","","10","27","بطاطا زازي لمبورج ١ كيلو","16","وحدة","5704025022331","Emborg Crinkle Cut Fries 1kg","المفرزات","16.99","https://karaz.ps/shop/product/emborg-crinkle-cut-fries-1kg/","https://karaz.ps/wp-content/uploads/2024/06/5704025022331-300x300.jpg"
"barcode","فاصولياء خضراء امبورج","وحدة","5701215058378","9.99","","10","27","فاصولياء خضراء امبورج","8","وحدة","5701215058378","Emborg Cut Beans 450g","المفرزات","9.99","https://karaz.ps/shop/product/emborg-cut-beans-450g/","https://karaz.ps/wp-content/uploads/2024/06/5701215058378-300x300.jpg"
"barcode","بازيلاء لمبورج 450 غم","وحدة","5701215058330","10.99","","10","27","بازيلاء لمبورج 450 غم","8","وحدة","5701215058330","Emborg Garden Peas 450g","المفرزات","10.99","https://karaz.ps/shop/product/emborg-garden-peas-450g/","https://karaz.ps/wp-content/uploads/2024/06/5701215058330-300x300.jpg"
"barcode","سبانخ مقطع امبورج ","وحدة","5701215058422","7.99","","10","27","سبانخ مقطع امبورج ","7","وحدة","5701215058422","Emborg Chopped Spinach 450 g","المفرزات","7.99","https://karaz.ps/shop/product/emborg-chopped-spinach-450-g/","https://karaz.ps/wp-content/uploads/2024/06/5701215058422-300x300.jpg"
"barcode","ملوخية 400 غم السلام","وحدة","8710679000431","6.99","karaz_price_adopted_latest","10","27","ملوخية 400 غم السلام","6","وحدة","8710679000431","Farm Frites Molokhia (Minced) 400g ملوخية مفرومة","خضار مجمدة","6.99","https://karaz.ps/shop/product/farm-frites-molokhia-minced-400g-%d9%85%d9%84%d9%88%d8%ae%d9%8a%d8%a9-%d9%85%d9%81%d8%b1%d9%88%d9%85%d8%a9/","https://karaz.ps/wp-content/uploads/2022/06/8710679000431-300x300.jpg"
"barcode","بامية 400 غم السلام","وحدة","6223001755050","9.99","karaz_price_adopted_latest","10","27","بامية 400 غم السلام","8","وحدة","6223001755050","Farm Frites Okra Extra 400g","خضار مجمدة","9.99","https://karaz.ps/shop/product/farm-frites-corne-grecque-extra-fine-%d8%a8%d8%a7%d9%85%d9%8a%d8%a9-%d8%a7%d9%83%d8%b3%d8%aa%d8%b1%d8%a7-400g/","https://karaz.ps/wp-content/uploads/2022/06/6223001755050-300x300.jpg"
"barcode","بازيلا مع جزر من فروست","وحدة","7290000104881","13.99","karaz_price_adopted_latest","10","27","بازيلا مع جزر من فروست","10","وحدة","7290000104881","Tnuva Frozen Peas And Carrots بازيلاء و جزر مفرزة تنوفا 800g","خضار مجمدة","13.99","https://karaz.ps/shop/product/tnuva-frozen-peas-and-carrots-%d8%a8%d8%a7%d8%b2%d9%8a%d9%84%d8%a7%d8%a1-%d9%88-%d8%ac%d8%b2%d8%b1-%d9%85%d9%81%d8%b1%d8%b2%d8%a9-%d8%aa%d9%86%d9%88%d9%81%d8%a7-800g/","https://karaz.ps/wp-content/uploads/2022/06/7290000104881-300x300.jpg"
"barcode","توت العليق لمبورج300غم","وحدة","5704025033580","27.99","karaz_price_adopted_latest","10","27","توت العليق لمبورج300غم","25","وحدة","5704025033580","Emborg Raspberries 300g","فاكهة مجمدة","27.99","https://karaz.ps/shop/product/emborg-summer-raspberries-300g/","https://karaz.ps/wp-content/uploads/2024/06/5704025033580-300x300.jpg"
"barcode","بطاطا شوسترنج 1 كيلو","وحدة","5704025022324","17.99","","10","27","بطاطا شوسترنج 1 كيلو","16","وحدة","5704025022324","Emborg French Fries Shoestring 1kg","البطاطا والبصل المجمد","17.99","https://karaz.ps/shop/product/emborg-french-fries-shoestring-1kg/","https://karaz.ps/wp-content/uploads/2024/06/5704025022324-300x300.jpg"
"barcode","بطاطا وجز مبهرة 750غم","وحدة","5412873162863","14.99","","10","27","بطاطا وجز مبهرة 750غم","12","وحدة","5412873162863","Chef’s Excellence Fries Seasoned With Herbs 750g","البطاطا والبصل المجمد","14.99","https://karaz.ps/shop/product/chefs-excellence-fries-seasoned-with-herbs-750g/","https://karaz.ps/wp-content/uploads/2022/08/5412873162863-300x300.jpg"
"barcode","بطاطا طابات 700 غم اوسم","وحدة","7290011860271","20.99","","10","27","بطاطا طابات 700 غم اوسم","20","وحدة","7290011860271","Tapugan Coated Potato Balls 700g كرات البطاطا المغطاه","البطاطا والبصل المجمد","20.99","https://karaz.ps/shop/product/tapugan-coated-potato-balls-700g-%d9%83%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d8%a8%d8%b7%d8%a7%d8%b7%d8%a7-%d8%a7%d9%84%d9%85%d8%ba%d8%b7%d8%a7%d9%87/","https://karaz.ps/wp-content/uploads/2022/06/7290011860271-300x300.jpg"
"barcode","بصل حلقات  تابوغان 700غم","وحدة","7290000334684","21.99","","10","27","بصل حلقات  تابوغان 700غم","22","وحدة","7290000334684","Tapugan Onion Rings 700g حلقات البصل","البطاطا والبصل المجمد","21.99","https://karaz.ps/shop/product/tapugan-onion-rings-700g-%d8%ad%d9%84%d9%82%d8%a7%d8%aa-%d8%a7%d9%84%d8%a8%d8%b5%d9%84/","https://karaz.ps/wp-content/uploads/2022/06/7290000334684-300x300.jpg"
"barcode","شنيئسل اصابع  تنوفا","وحدة","7290008409100","31.99","","26","68","شنيئسل اصابع  تنوفا","27","وحدة","7290008409100","Tnuva chicken fingers with sesame 700g","الشنيتسل","31.99","https://karaz.ps/shop/product/mama-of-shnitsel-fingers-with-sesame-700g-%d8%b4%d9%86%d9%8a%d8%aa%d8%b3%d9%84-%d8%a7%d8%b5%d8%a7%d8%a8%d8%b9-%d8%af%d8%ac%d8%a7%d8%ac/","https://karaz.ps/wp-content/uploads/2022/06/7290008409100-300x300.jpg"
"barcode","بيتزا ايطاليا مارجريتا 900 غرام","وحدة","8013307204233","44.99","","10","29","بيتزا ايطاليا مارجريتا 900 غرام","30","وحدة","8013307204233","Mama Mia Pizza Margherita Frozen 900g","عجين و مقبلات مفرزة","44.99","https://karaz.ps/shop/product/mama-mia-pizza-margherita-frozen-900g/","https://karaz.ps/wp-content/uploads/2022/11/8013307204233-300x300.jpg"
"barcode","بوريقس بطاطا","وحدة","7290002327042","17.99","","10","29","بوريقس بطاطا","19","وحدة","7290002327042","Neto Potato Burekas بوريكس بطاطا 800g","عجين و مقبلات مفرزة","17.99","https://karaz.ps/shop/product/neto-potato-burekas-%d8%a8%d9%88%d8%b1%d9%8a%d9%83%d8%b3-%d8%a8%d8%b7%d8%a7%d8%b7%d8%a7-800g/","https://karaz.ps/wp-content/uploads/2022/06/7290002327042-300x300.jpg"
"barcode","سجاير بطاطا 600 غم نيتو","وحدة","7290008335584","17.99","","10","29","سجاير بطاطا 600 غم نيتو","15","وحدة","7290008335584","Neto Potato Cigarette Borek بوريكس اصابع محشوة بالبطاطا 600g","عجين و مقبلات مفرزة","17.99","https://karaz.ps/shop/product/neto-potato-cigarette-borek-%d8%a8%d9%88%d8%b1%d9%8a%d9%83%d8%b3-%d8%a7%d8%b5%d8%a7%d8%a8%d8%b9-%d9%85%d8%ad%d8%b4%d9%88%d8%a9-%d8%a8%d8%a7%d9%84%d8%a8%d8%b7%d8%a7%d8%b7%d8%a7-600g/","https://karaz.ps/wp-content/uploads/2022/06/7290008335584-300x300.jpg"
"barcode","سجاير لحم 600 غم نينو","وحدة","7290008335560","17.99","","10","29","سجاير لحم 600 غم نينو","15","وحدة","7290008335560","Neto Meat Cigarette Borek بوريكس اصابع محشوة باللحم 600g","عجين و مقبلات مفرزة","17.99","https://karaz.ps/shop/product/neto-meat-cigarette-borek-%d8%a8%d9%88%d8%b1%d9%8a%d9%83%d8%b3-%d8%a7%d8%b5%d8%a7%d8%a8%d8%b9-%d9%85%d8%ad%d8%b4%d9%88%d8%a9-%d8%a8%d8%a7%d9%84%d9%84%d8%ad%d9%85-600g/","https://karaz.ps/wp-content/uploads/2022/06/7290008335560-300x300.jpg"
"barcode","جمبري 500  غم احمر سي فود ","وحدة","7290010679553","34.99","karaz_price_adopted_latest","10","27","جمبري 500  غم احمر سي فود ","35","وحدة","7290010679553","See Food Express Cooked Shrimp 500g جمبري مقشر ومطبوخ ومجمد","لحوم و أسماك مجمدة","34.99","https://karaz.ps/shop/product/see-food-express-cooked-shrimp-500g-%d8%ac%d9%85%d8%a8%d8%b1%d9%8a-%d9%85%d9%82%d8%b4%d8%b1-%d9%88%d9%85%d8%b7%d8%a8%d9%88%d8%ae-%d9%88%d9%85%d8%ac%d9%85%d8%af/","https://karaz.ps/wp-content/uploads/2022/06/7290010679553-300x300.jpg"
"barcode","بيبي شرم 500 غم","وحدة","7290010679034","31.99","karaz_price_adopted_latest","10","27","بيبي شرم 500 غم","34","وحدة","7290010679034","Seafood Express جمبري شريمب مطبوخ Cooked Shrimp 500g","لحوم و أسماك مجمدة","31.99","https://karaz.ps/shop/product/seafood-express-%d8%ac%d9%85%d8%a8%d8%b1%d9%8a-%d8%b4%d8%b1%d9%8a%d9%85%d8%a8-%d9%85%d8%b7%d8%a8%d9%88%d8%ae-cooked-shrimp-500g/","https://karaz.ps/wp-content/uploads/2022/06/7290010679034-300x300.jpg"
"barcode","حلقات كلماري 500 غم","وحدة","7290010679027","31.99","karaz_price_adopted_latest","10","27","حلقات كلماري 500 غم","35","وحدة","7290010679027","Seafood Express Calamari 500g","لحوم و أسماك مجمدة","31.99","https://karaz.ps/shop/product/seafood-express-cooked-calamari-rings-500g-%d9%83%d9%84%d8%a7%d9%85%d8%a7%d8%b1%d9%8a-%d9%85%d8%b7%d8%a8%d9%88%d8%ae-%d8%ad%d9%84%d9%82%d8%a7%d8%aa/","https://karaz.ps/wp-content/uploads/2022/06/7290010679027-300x300.jpg"
"barcode","بوظة فانيلا 500 غم","وحدة","72986370","29.99","","13","35","بوظة فانيلا 500 غم","28","وحدة","72986370","Ben & Jerry’s Vanilla بوظة بين اند جيري 500ml","البوظة","29.99","https://karaz.ps/shop/product/ben-jerrys-vanilla-%d8%a8%d9%88%d8%b8%d8%a9-%d8%a8%d9%8a%d9%86-%d8%a7%d9%86%d8%af-%d8%ac%d9%8a%d8%b1%d9%8a-500ml/","https://karaz.ps/wp-content/uploads/2022/06/72986370-300x300.jpg"
